PriceTomorow,Open,High,Low,Vol.,Change,Date,Price
11592.00,11735.00,11898.40,11563.00,554.85,0.0019,6-Aug-20,
11757.10,11184.80,11771.50,11114.50,570.83,0.0492,5-Aug-20,
11735.10,11223.80,11407.80,11043.00,485.79,-0.0035,4-Aug-20,
11184.70,11066.90,11461.10,10981.60,470.24,0.0142,3-Aug-20,
11224.40,11802.60,12061.10,10730.70,647.95,-0.0624,2-Aug-20,
11066.80,11333.20,11847.70,11226.10,611.47,0.0414,1-Aug-20,
11803.10,11096.50,11434.80,10964.60,530.95,0.0214,31-Jul-20,
11333.40,11105.80,11164.40,10861.60,501.14,-0.0009,30-Jul-20,
11096.20,10908.40,11336.50,10771.80,576.83,0.0181,29-Jul-20,
11105.90,10961.10,11046.10,10873.60,658.37,-0.0104,28-Jul-20,
10908.50,9932.70,11367.00,9894.60,908.99,0.1098,27-Jul-20,
11022.80,9690.00,10086.60,9645.90,415.07,0.0235,26-Jul-20,
9932.50,9546.70,9729.30,9536.20,306.29,0.0165,25-Jul-20,
9704.10,9599.20,9626.20,9480.50,359.16,-0.0055,24-Jul-20,
9546.40,9513.60,9646.50,9451.10,425.66,0.0090,23-Jul-20,
9599.60,9387.40,9523.10,9296.00,386.00,0.0135,22-Jul-20,
9513.70,9162.30,9426.90,9155.10,458.99,0.0246,21-Jul-20,
9387.30,9208.10,9218.40,9139.90,312.98,-0.0050,20-Jul-20,
9162.40,9170.10,9224.80,9106.40,265.25,0.0041,19-Jul-20,
9208.00,9155.80,9198.80,9126.70,276.40,0.0016,18-Jul-20,
9170.20,9135.40,9181.90,9091.50,310.92,0.0022,17-Jul-20,
9155.80,9198.70,9224.20,9052.00,429.04,-0.0069,16-Jul-20,
9135.30,9253.60,9270.20,9168.70,429.84,-0.0059,15-Jul-20,
9198.70,9243.10,9274.80,9135.70,453.83,0.0011,14-Jul-20,
9253.40,9300.50,9329.60,9207.60,456.87,-0.0062,13-Jul-20,
9243.60,9234.20,9337.80,9170.40,366.88,0.0073,12-Jul-20,
9300.80,9285.80,9295.50,9184.20,353.92,-0.0056,11-Jul-20,
9233.30,9239.00,9309.80,9131.90,418.47,0.0053,10-Jul-20,
9285.10,9430.10,9434.50,9176.00,444.27,-0.0206,9-Jul-20,
9235.70,9256.30,9458.30,9233.10,509.94,0.0188,8-Jul-20,
9429.90,9338.80,9371.20,9209.30,420.55,-0.0089,7-Jul-20,
9256.00,9080.40,9363.00,9063.20,510.27,0.0284,6-Jul-20,
9339.00,9134.30,9149.60,8932.10,314.10,-0.0058,5-Jul-20,
9081.00,9067.10,9182.30,9049.60,261.25,0.0074,4-Jul-20,
9134.40,9085.00,9120.40,9050.90,333.88,-0.0020,3-Jul-20,
9067.10,9229.90,9259.70,8962.10,483.10,-0.0157,2-Jul-20,
9085.10,9135.90,9289.00,9101.10,366.78,0.0103,1-Jul-20,
9229.90,9186.00,9199.80,9075.30,381.73,-0.0054,30-Jun-20,
9135.40,9122.80,9229.10,9033.60,401.12,0.0067,29-Jun-20,
9185.40,9008.40,9185.50,8950.20,329.01,0.0128,28-Jun-20,
9124.00,9160.50,9190.50,8865.30,441.93,-0.0166,27-Jun-20,
9008.30,9247.50,9296.50,9060.10,489.84,-0.0095,26-Jun-20,
9160.00,9300.80,9327.30,9022.60,524.45,-0.0059,25-Jun-20,
9247.50,9624.60,9667.40,9223.00,515.78,-0.0335,24-Jun-20,
9302.00,9683.90,9715.60,9581.80,375.49,-0.0061,23-Jun-20,
9624.60,9296.50,9751.90,9285.80,523.32,0.0417,22-Jun-20,
9683.70,9358.80,9411.20,9288.50,335.99,-0.0067,21-Jun-20,
9296.40,9314.00,9394.50,9199.80,383.44,0.0048,20-Jun-20,
9358.80,9390.30,9424.00,9249.60,478.49,-0.0079,19-Jun-20,
9314.00,9464.60,9480.40,9289.30,391.67,-0.0081,18-Jun-20,
9388.10,9523.60,9543.60,9258.20,446.45,-0.0062,17-Jun-20,
9464.60,9425.60,9577.10,9379.30,545.47,0.0104,16-Jun-20,
9523.50,9345.50,9489.70,8925.60,750.90,0.0086,15-Jun-20,
9425.40,9470.70,9474.70,9264.40,311.27,-0.0133,14-Jun-20,
9345.30,9466.50,9484.90,9369.90,364.97,0.0005,13-Jun-20,
9471.30,9283.70,9547.50,9249.40,529.28,0.0197,12-Jun-20,
9466.60,9878.90,9945.20,9139.10,919.30,-0.0603,11-Jun-20,
9283.20,9768.80,9970.90,9710.70,533.55,0.0113,10-Jun-20,
9878.80,9777.70,9857.20,9616.60,479.55,-0.0009,9-Jun-20,
9768.80,9743.40,9788.20,9662.30,431.04,0.0036,8-Jun-20,
9777.90,9669.60,9791.80,9417.40,549.20,0.0076,7-Jun-20,
9742.60,9630.80,9733.10,9549.50,370.85,0.0040,6-Jun-20,
9669.60,9794.00,9846.10,9628.70,527.05,-0.0167,5-Jun-20,
9631.20,9667.20,9864.40,9490.90,593.66,0.0132,4-Jun-20,
9794.40,9527.00,9667.20,9421.70,558.12,0.0147,3-Jun-20,
9667.20,10190.70,10207.30,9347.30,1.06,-0.0649,2-Jun-20,
9527.60,9454.50,10301.80,9429.70,796.68,0.0777,1-Jun-20,
10189.30,9692.90,9695.60,9406.20,645.27,-0.0245,31-May-20,
9454.80,9424.80,9729.90,9352.70,720.62,0.0284,30-May-20,
9692.50,9573.40,9596.50,9358.10,814.33,-0.0154,29-May-20,
9424.80,9199.80,9610.80,9119.20,948.86,0.0406,28-May-20,
9572.20,8842.30,9210.90,8818.60,810.89,0.0403,27-May-20,
9199.10,8897.70,8994.60,8713.90,784.92,-0.0063,26-May-20,
8842.50,8728.00,8959.50,8666.10,941.89,0.0195,25-May-20,
8898.20,9177.90,9292.00,8724.10,1.11,-0.0489,24-May-20,
8728.20,9169.80,9303.20,9098.90,812.56,0.0008,23-May-20,
9177.00,9058.20,9253.50,8952.10,914.59,0.0122,22-May-20,
9169.70,9511.60,9567.10,8833.60,1.41,-0.0476,21-May-20,
9059.00,9773.00,9829.30,9368.40,1.15,-0.0267,20-May-20,
9512.30,9730.80,9883.90,9498.70,1.16,0.0044,19-May-20,
9773.30,9678.40,9930.20,9524.40,1.18,0.0055,18-May-20,
9730.70,9376.60,9866.00,9327.80,1.18,0.0318,17-May-20,
9677.70,9318.10,9579.00,9233.00,1.10,0.0066,16-May-20,
9379.50,9778.60,9819.60,9223.20,1.56,-0.0471,15-May-20,
9318.00,9298.70,9887.50,9265.80,1.77,0.0516,14-May-20,
9778.40,8813.90,9384.60,8799.10,1.50,0.0550,13-May-20,
9298.70,8569.80,8964.50,8542.80,1.35,0.0273,12-May-20,
8813.80,8737.60,9129.60,8235.60,2.29,-0.0182,11-May-20,
8579.80,9553.90,9569.40,8259.30,2.47,-0.0854,10-May-20,
8738.80,9806.00,9910.50,9533.60,1.49,-0.0257,9-May-20,
9554.60,9980.10,10018.20,9731.40,1.42,-0.0174,8-May-20,
9806.20,9152.70,10033.00,9064.80,1.91,0.0905,7-May-20,
9979.80,9000.60,9373.70,8923.60,1.62,0.0167,6-May-20,
9151.40,8874.20,9078.70,8800.40,1.05,0.0142,5-May-20,
9001.00,8885.50,8945.50,8553.20,1.12,-0.0012,4-May-20,
8874.70,8966.20,9169.90,8742.20,1.15,-0.0090,3-May-20,
8885.50,8821.60,8986.20,8771.30,890.34,0.0164,2-May-20,
8966.30,8628.60,9040.30,8621.00,1.11,0.0223,1-May-20,
8821.60,8770.60,9437.50,8425.50,2.04,-0.0162,30-Apr-20,
8629.00,7746.70,8918.50,7729.70,1.83,0.1322,29-Apr-20,
8770.90,7766.00,7770.10,7655.30,808.09,-0.0025,28-Apr-20,
7746.90,7679.40,7768.50,7637.70,980.50,0.0113,27-Apr-20,
7766.00,7540.40,7679.40,7520.50,921.59,0.0184,26-Apr-20,
7678.90,7503.90,7684.60,7451.00,861.93,0.0049,25-Apr-20,
7540.40,7491.30,7583.50,7423.50,951.95,0.0020,24-Apr-20,
7503.80,7112.80,7655.40,7036.50,1.34,0.0528,23-Apr-20,
7488.50,6842.50,7137.40,6821.80,914.18,0.0395,22-Apr-20,
7112.90,6833.40,6919.30,6774.30,892.57,0.0013,21-Apr-20,
6842.50,7122.90,7207.50,6771.20,1.26,-0.0406,20-Apr-20,
6833.50,7230.90,7238.00,7079.10,5.93,-0.0149,19-Apr-20,
7122.90,7035.90,7259.40,7031.50,796.45,0.0277,18-Apr-20,
7230.80,7085.50,7142.80,7005.80,810.10,-0.0070,17-Apr-20,
7035.80,6629.10,7159.70,6520.50,1.54,0.0689,16-Apr-20,
7085.60,6851.30,6929.50,6615.90,1.00,-0.0324,15-Apr-20,
6629.10,6841.80,6970.80,6768.60,999.53,0.0014,14-Apr-20,
6850.90,6918.10,6920.30,6618.50,1.25,-0.0110,13-Apr-20,
6841.30,6867.90,7158.80,6785.10,1.10,0.0073,12-Apr-20,
6917.60,6862.70,6931.40,6765.10,845.58,0.0007,11-Apr-20,
6867.80,7289.00,7294.40,6756.10,1.37,-0.0584,10-Apr-20,
6863.10,7361.10,7361.10,7140.30,963.55,-0.0098,9-Apr-20,
7289.00,7185.60,7396.10,7153.10,983.94,0.0245,8-Apr-20,
7361.20,7332.30,7440.30,7101.70,1.32,-0.0201,7-Apr-20,
7185.20,6772.80,7335.00,6770.10,1.53,0.0826,6-Apr-20,
7332.30,6857.50,6889.40,6686.00,842.33,-0.0123,5-Apr-20,
6772.70,6735.90,6958.60,6679.10,1.05,0.0180,4-Apr-20,
6857.40,6799.90,7026.30,6623.60,1.35,-0.0095,3-Apr-20,
6735.90,6638.80,7182.70,6567.90,1.74,0.0244,2-Apr-20,
6800.50,6412.40,6661.30,6157.40,1.40,0.0352,1-Apr-20,
6638.50,6391.10,6513.10,6346.30,1.05,0.0034,31-Mar-20,
6412.50,5890.40,6576.50,5872.50,1.43,0.0850,30-Mar-20,
6391.00,6233.20,6258.80,5889.30,916.17,-0.0551,29-Mar-20,
5890.40,6373.40,6374.30,6046.50,1.26,-0.0219,28-Mar-20,
6233.70,6725.50,6813.70,6322.30,1.16,-0.0523,27-Mar-20,
6373.40,6677.90,6772.90,6541.70,1.18,0.0069,26-Mar-20,
6725.10,6744.80,6930.20,6474.60,1.52,-0.0097,25-Mar-20,
6678.90,6468.80,6814.20,6380.80,1.73,0.0426,24-Mar-20,
6744.60,5822.00,6564.70,5710.80,1.88,0.1111,23-Mar-20,
6468.90,6186.90,6394.40,5771.20,1.48,-0.0589,22-Mar-20,
5822.10,6205.60,6438.30,5887.00,1.64,-0.0031,21-Mar-20,
6186.20,6171.60,6858.10,5748.20,2.22,0.0054,20-Mar-20,
6205.30,5359.20,6379.50,5256.00,2.18,0.1512,19-Mar-20,
6172.00,5260.70,5373.10,5020.90,1.80,0.0191,18-Mar-20,
5361.40,5030.20,5432.80,4946.50,1.89,0.0459,17-Mar-20,
5261.10,5366.40,5369.30,4477.70,2.55,-0.0627,16-Mar-20,
5030.00,5182.90,5863.30,5120.60,1.61,0.0354,15-Mar-20,
5366.30,5589.40,5634.90,5072.20,1.69,-0.0719,14-Mar-20,
5182.70,4815.20,5934.30,3869.50,4.17,0.1571,13-Mar-20,
5584.30,7935.20,7963.10,4546.60,3.22,-0.3918,12-Mar-20,
4826.00,7892.10,7976.50,7606.00,1.10,0.0056,11-Mar-20,
7935.10,7933.00,8145.50,7740.20,1.20,-0.0053,10-Mar-20,
7891.20,8035.80,8158.80,7648.70,1.54,-0.0126,9-Mar-20,
7933.00,8887.80,8888.00,8015.30,1.11,-0.0961,8-Mar-20,
8034.10,9134.20,9180.80,8848.70,750.65,-0.0270,7-Mar-20,
8887.80,9060.60,9165.20,9004.90,1.04,0.0082,6-Mar-20,
9134.80,8757.90,9147.30,8751.50,950.76,0.0345,5-Mar-20,
9060.30,8761.30,8840.30,8679.70,759.69,-0.0004,4-Mar-20,
8757.90,8906.10,8911.70,8669.30,1.01,-0.0161,3-Mar-20,
8761.40,8537.50,8961.80,8503.10,1.02,0.0427,2-Mar-20,
8904.80,8543.80,8737.20,8437.20,784.05,-0.0004,1-Mar-20,
8540.00,8697.10,8793.70,8539.80,683.44,-0.0177,29-Feb-20,
8543.70,8820.10,8898.70,8451.90,1.08,-0.0137,28-Feb-20,
8697.50,8800.10,8968.30,8538.50,1.13,0.0021,27-Feb-20,
8818.60,9317.10,9368.10,8672.00,1.32,-0.0555,26-Feb-20,
8800.30,9662.60,9672.30,9269.80,937.97,-0.0357,25-Feb-20,
9317.20,9943.20,9981.00,9507.00,980.00,-0.0282,24-Feb-20,
9662.70,9655.60,9965.60,9653.40,775.88,0.0297,23-Feb-20,
9942.70,9684.50,9706.50,9569.80,589.88,-0.0030,22-Feb-20,
9655.70,9602.20,9747.10,9574.50,716.61,0.0085,21-Feb-20,
9684.50,9611.90,9681.40,9448.90,870.80,-0.0007,20-Feb-20,
9602.40,10158.60,10230.90,9424.30,905.95,-0.0540,19-Feb-20,
9609.40,9701.50,10230.10,9601.60,945.91,0.0471,18-Feb-20,
10158.40,9931.70,9951.50,9468.90,961.88,-0.0232,17-Feb-20,
9701.40,9907.40,10056.40,9654.90,808.91,0.0025,16-Feb-20,
9932.30,10336.00,10369.80,9831.70,808.81,-0.0412,15-Feb-20,
9907.70,10235.50,10372.40,10125.20,732.51,0.0096,14-Feb-20,
10333.00,10321.90,10482.60,10116.90,940.30,-0.0080,13-Feb-20,
10235.10,10229.30,10435.60,10229.30,803.25,0.0086,12-Feb-20,
10317.70,9854.00,10314.10,9725.10,791.28,0.0381,11-Feb-20,
10229.50,10151.50,10181.70,9774.80,781.22,-0.0293,10-Feb-20,
9854.10,9895.40,10157.10,9882.70,617.35,0.0259,9-Feb-20,
10151.50,9817.30,9931.20,9673.20,551.31,0.0078,8-Feb-20,
9895.50,9771.90,9872.50,9738.70,608.96,0.0048,7-Feb-20,
9818.60,9611.80,9854.90,9536.10,778.67,0.0167,6-Feb-20,
9772.00,9194.10,9726.80,9179.90,771.46,0.0454,5-Feb-20,
9611.80,9296.50,9347.50,9193.90,651.68,-0.0110,4-Feb-20,
9193.90,9334.60,9582.80,9243.10,701.39,-0.0041,3-Feb-20,
9296.60,9381.50,9465.40,9183.10,683.37,-0.0050,2-Feb-20,
9334.90,9349.30,9458.80,9301.50,458.42,0.0035,1-Feb-20,
9381.60,9508.30,9525.00,9222.30,633.37,-0.0166,31-Jan-20,
9349.10,9299.10,9569.00,9209.20,765.21,0.0224,30-Jan-20,
9507.30,9377.30,9428.70,9250.90,749.88,-0.0084,29-Jan-20,
9298.90,8866.60,9389.50,8866.60,954.20,0.0576,28-Jan-20,
9377.30,8608.10,8983.10,8585.60,706.45,0.0301,27-Jan-20,
8866.60,8341.60,8607.80,8304.90,468.34,0.0319,26-Jan-20,
8607.80,8439.90,8447.60,8277.20,444.00,-0.0117,25-Jan-20,
8341.60,8404.90,8522.00,8242.60,617.02,0.0041,24-Jan-20,
8439.90,8678.50,8687.30,8309.60,722.67,-0.0315,23-Jan-20,
8405.10,8733.00,8805.40,8610.80,509.06,-0.0062,22-Jan-20,
8678.50,8642.00,8770.30,8524.00,540.20,0.0105,21-Jan-20,
8732.60,8705.70,8740.10,8539.20,599.06,-0.0074,20-Jan-20,
8641.90,8916.30,9183.70,8552.80,975.01,-0.0236,19-Jan-20,
8706.20,8913.00,8982.30,8814.60,627.74,0.0004,18-Jan-20,
8916.30,8726.70,9005.10,8675.90,794.11,0.0213,17-Jan-20,
8913.10,8818.10,8850.00,8605.80,748.32,-0.0104,16-Jan-20,
8726.90,8827.90,8904.00,8615.50,1.17,-0.0012,15-Jan-20,
8818.30,8111.20,8898.70,8111.20,1.48,0.0885,14-Jan-20,
8829.20,8188.30,8196.70,8068.40,610.66,-0.0093,13-Jan-20,
8111.40,8023.30,8189.90,7973.10,595.22,0.0204,12-Jan-20,
8187.60,8187.80,8262.90,8008.40,776.75,-0.0199,11-Jan-20,
8024.10,7842.50,8187.40,7697.70,1.05,0.0440,10-Jan-20,
8187.10,8060.00,8065.90,7779.20,786.50,-0.0270,9-Jan-20,
7842.40,8154.20,8436.40,7900.80,1.19,-0.0118,8-Jan-20,
8059.60,7759.10,8182.00,7754.10,1.01,0.0511,7-Jan-20,
8155.70,7372.60,7783.10,7366.70,786.75,0.0524,6-Jan-20,
7759.10,7376.80,7501.00,7345.60,628.14,-0.0006,5-Jan-20,
7372.50,7345.10,7433.10,7291.40,523.91,0.0046,4-Jan-20,
7376.80,6967.10,7402.90,6884.10,936.29,0.0540,3-Jan-20,
7343.10,7199.70,7209.60,6901.40,632.78,-0.0323,2-Jan-20,
6967.00,7196.40,7259.40,7180.00,420.28,0.0005,1-Jan-20,
7199.80,7261.50,7331.00,7167.40,586.60,-0.0090,31-Dec-19,
7196.40,7397.50,7420.90,7244.10,606.11,-0.0184,30-Dec-19,
7261.80,7321.60,7518.90,7303.00,611.69,0.0104,29-Dec-19,
7397.50,7261.90,7375.90,7256.50,610.96,0.0082,28-Dec-19,
7321.50,7210.80,7293.80,7128.50,718.07,0.0070,27-Dec-19,
7261.70,7225.00,7414.30,7177.30,795.09,-0.0019,26-Dec-19,
7210.90,7268.30,7542.40,7150.90,625.41,-0.0060,25-Dec-19,
7224.80,7322.40,7433.20,7185.70,785.54,-0.0074,24-Dec-19,
7268.30,7496.20,7684.00,7276.20,952.16,-0.0231,23-Dec-19,
7322.80,7156.30,7501.10,7142.00,677.94,0.0474,22-Dec-19,
7495.80,7196.40,7197.60,7129.60,468.74,-0.0056,21-Dec-19,
7156.20,7165.50,7218.40,7107.70,627.04,0.0043,20-Dec-19,
7196.40,7276.40,7354.00,7039.30,778.72,-0.0152,19-Dec-19,
7165.50,6613.50,7387.70,6462.20,1.14,0.1002,18-Dec-19,
7276.00,6903.50,6943.50,6575.00,894.55,-0.0420,17-Dec-19,
6613.30,7128.50,7153.10,6864.60,689.56,-0.0316,16-Dec-19,
6903.50,7080.80,7175.80,7033.80,492.58,0.0067,15-Dec-19,
7128.50,7255.20,7267.40,7043.30,524.56,-0.0240,14-Dec-19,
7080.80,7208.40,7288.00,7200.30,503.49,0.0065,13-Dec-19,
7255.20,7208.00,7272.40,7124.60,611.80,0.0000,12-Dec-19,
7208.00,7235.80,7284.40,7168.80,518.40,-0.0038,11-Dec-19,
7208.00,7356.20,7400.30,7192.10,609.50,-0.0163,10-Dec-19,
7235.70,7524.80,7626.00,7321.60,648.66,-0.0224,9-Dec-19,
7355.80,7510.80,7576.40,7416.70,499.04,0.0018,8-Dec-19,
7524.40,7530.40,7595.70,7489.60,557.14,-0.0026,7-Dec-19,
7510.90,7399.20,7552.10,7329.80,706.10,0.0178,6-Dec-19,
7530.80,7204.60,7476.30,7184.00,780.78,0.0270,5-Dec-19,
7399.20,7291.90,7702.20,7113.60,971.75,-0.0120,4-Dec-19,
7204.40,7298.10,7389.40,7227.10,548.77,-0.0009,3-Dec-19,
7291.80,7395.90,7433.80,7173.60,687.78,-0.0133,2-Dec-19,
7298.20,7546.50,7546.50,7244.40,777.00,-0.0199,1-Dec-19,
7396.40,7742.70,7787.70,7472.70,650.60,-0.0253,30-Nov-19,
7546.60,7426.60,7825.30,7412.30,766.71,0.0426,29-Nov-19,
7742.70,7510.60,7639.50,7380.60,737.58,-0.0112,28-Nov-19,
7426.70,7162.80,7636.90,6875.40,996.49,0.0486,27-Nov-19,
7510.60,7115.50,7329.50,7045.10,844.27,0.0066,26-Nov-19,
7162.80,6924.70,7352.80,6534.80,1.29,0.0276,25-Nov-19,
7115.60,7325.00,7344.10,6894.90,904.50,-0.0545,24-Nov-19,
6924.70,7271.60,7342.50,7093.70,783.18,0.0071,23-Nov-19,
7324.10,7627.90,7700.90,6818.50,1.41,-0.0466,22-Nov-19,
7272.50,8099.40,8129.60,7519.70,891.50,-0.0582,21-Nov-19,
7627.90,8145.70,8223.00,8074.20,607.27,-0.0057,20-Nov-19,
8099.30,8207.70,8245.60,8032.80,654.27,-0.0076,19-Nov-19,
8145.70,8510.30,8516.30,8110.40,692.60,-0.0354,18-Nov-19,
8208.40,8497.40,8631.70,8413.00,531.22,0.0015,17-Nov-19,
8509.80,8476.20,8532.80,8450.70,471.16,0.0025,16-Nov-19,
8497.30,8660.80,8761.80,8437.10,653.71,-0.0213,15-Nov-19,
8476.30,8782.90,8799.80,8615.80,515.43,-0.0139,14-Nov-19,
8661.20,8813.20,8829.70,8721.10,454.33,-0.0033,13-Nov-19,
8783.10,8737.40,8841.20,8615.70,575.16,0.0087,12-Nov-19,
8812.60,9036.90,9066.40,8649.40,601.16,-0.0332,11-Nov-19,
8736.90,8804.70,9092.90,8763.50,581.57,0.0264,10-Nov-19,
9036.80,8778.10,8877.50,8746.90,512.02,0.0030,9-Nov-19,
8804.50,9223.60,9254.80,8722.40,791.79,-0.0483,8-Nov-19,
8778.20,9339.20,9367.00,9130.00,603.54,-0.0124,7-Nov-19,
9223.50,9311.20,9424.60,9262.70,578.03,0.0030,6-Nov-19,
9338.90,9396.10,9452.70,9193.90,653.42,-0.0091,5-Nov-19,
9310.80,9198.70,9500.40,9134.10,681.01,0.0215,4-Nov-19,
9396.40,9300.50,9359.10,9095.00,536.56,-0.0110,3-Nov-19,
9198.30,9230.30,9356.70,9201.20,570.74,0.0076,2-Nov-19,
9300.60,9153.10,9270.40,9057.20,689.65,0.0085,1-Nov-19,
9230.10,9157.90,9378.90,8959.60,798.93,-0.0006,31-Oct-19,
9152.60,9411.30,9411.30,9018.40,789.73,-0.0269,30-Oct-19,
9157.90,9206.50,9531.30,9125.30,918.48,0.0222,29-Oct-19,
9411.30,9530.10,9866.90,9202.50,1.04,-0.0338,28-Oct-19,
9207.20,9230.60,9773.20,9081.00,1.16,0.0324,27-Oct-19,
9529.60,8658.40,10540.00,8061.80,1.78,0.0661,26-Oct-19,
9230.60,7422.80,8697.70,7404.90,1.18,0.1665,25-Oct-19,
8658.30,7476.80,7501.50,7366.30,586.49,-0.0073,24-Oct-19,
7422.70,8031.00,8055.00,7329.20,892.08,-0.0690,23-Oct-19,
7477.00,8207.40,8289.10,8017.70,570.39,-0.0215,22-Oct-19,
8031.40,8224.10,8315.30,8155.70,489.40,-0.0018,21-Oct-19,
8208.20,7957.40,8288.50,7889.60,513.91,0.0334,20-Oct-19,
8223.40,7948.30,8060.20,7892.40,428.83,0.0011,19-Oct-19,
7957.30,8073.30,8116.40,7842.00,505.79,-0.0155,18-Oct-19,
7948.50,8000.40,8118.20,7944.40,444.95,0.0091,17-Oct-19,
8073.30,8167.10,8185.90,7929.80,538.92,-0.0204,16-Oct-19,
8000.40,8353.40,8400.20,8139.50,469.73,-0.0223,15-Oct-19,
8167.20,8281.30,8374.30,8222.20,505.02,0.0087,14-Oct-19,
8353.30,8304.30,8450.20,8190.60,419.87,-0.0028,13-Oct-19,
8281.50,8267.60,8394.80,8260.90,424.02,0.0044,12-Oct-19,
8304.40,8562.20,8751.10,8249.70,667.86,-0.0344,11-Oct-19,
8267.80,8566.80,8638.50,8438.70,511.46,-0.0005,10-Oct-19,
8562.30,8180.10,8655.90,8122.70,636.43,0.0469,9-Oct-19,
8566.70,8198.50,8323.10,8118.10,469.04,-0.0019,8-Oct-19,
8182.90,7882.60,8293.50,7797.00,604.74,0.0402,7-Oct-19,
8198.60,8127.30,8145.50,7834.90,448.80,-0.0302,6-Oct-19,
7881.90,8148.00,8185.10,8030.60,360.92,-0.0025,5-Oct-19,
8127.30,8227.60,8233.60,8041.40,416.92,-0.0096,4-Oct-19,
8148.10,8363.60,8391.70,8090.10,460.97,-0.0164,3-Oct-19,
8226.90,8302.70,8374.00,8167.70,405.86,0.0074,2-Oct-19,
8364.10,8285.00,8486.20,8187.90,533.95,0.0022,1-Oct-19,
8302.70,8048.90,8318.50,7749.00,600.26,0.0292,30-Sep-19,
8284.30,8208.00,8226.80,7922.10,418.48,-0.0194,29-Sep-19,
8049.10,8184.50,8297.20,8031.10,457.79,0.0029,28-Sep-19,
8208.50,8063.80,8257.40,7882.10,561.40,0.0150,27-Sep-19,
8184.90,8432.50,8463.10,7773.60,731.03,-0.0437,26-Sep-19,
8063.80,8512.30,8729.80,8245.10,696.11,-0.0096,25-Sep-19,
8432.40,9702.70,9793.80,8069.40,933.16,-0.1225,24-Sep-19,
8513.90,10031.30,10048.80,9656.30,431.10,-0.0328,23-Sep-19,
9702.20,9993.00,10075.00,9870.90,337.06,0.0039,22-Sep-19,
10031.60,10172.80,10177.90,9939.80,326.17,-0.0177,21-Sep-19,
9993.00,10251.50,10279.50,10088.60,362.07,-0.0076,20-Sep-19,
10172.70,10164.60,10297.60,9707.60,542.25,0.0084,19-Sep-19,
10250.50,10195.70,10257.50,10119.30,318.82,-0.0030,18-Sep-19,
10164.70,10254.60,10273.60,10153.50,321.64,-0.0058,17-Sep-19,
10195.70,10311.30,10360.50,10108.50,372.53,-0.0054,16-Sep-19,
10255.50,10337.30,10360.40,10272.00,255.79,-0.0025,15-Sep-19,
10311.50,10342.20,10421.40,10253.70,326.44,-0.0005,14-Sep-19,
10337.30,10415.20,10441.40,10174.10,365.52,-0.0070,13-Sep-19,
10342.10,10162.40,10447.90,10051.00,413.22,0.0249,12-Sep-19,
10415.10,10104.90,10257.50,9908.90,413.06,0.0057,11-Sep-19,
10162.50,10308.70,10379.80,9970.70,383.22,-0.0198,10-Sep-19,
10105.40,10402.10,10478.00,10095.70,473.76,-0.0090,9-Sep-19,
10309.00,10461.60,10578.00,10266.30,339.73,-0.0056,8-Sep-19,
10402.80,10306.90,10556.40,10302.30,393.57,0.0147,7-Sep-19,
10461.10,10566.70,10896.20,10227.40,643.02,-0.0244,6-Sep-19,
10309.30,10567.80,10630.70,10469.90,402.09,-0.0001,5-Sep-19,
10566.90,10611.60,10783.60,10388.60,504.45,-0.0042,4-Sep-19,
10568.20,10348.10,10756.80,10283.50,578.79,0.0255,3-Sep-19,
10612.30,9728.80,10431.50,9720.30,542.79,0.0637,2-Sep-19,
10348.80,9594.70,9799.50,9533.60,322.66,0.0141,1-Sep-19,
9729.30,9585.50,9677.50,9457.30,311.49,0.0009,31-Aug-19,
9594.40,9494.10,9675.70,9370.20,413.92,0.0099,30-Aug-19,
9585.40,9729.10,9729.10,9343.00,509.13,-0.0245,29-Aug-19,
9491.00,10184.70,10271.30,9629.60,580.29,-0.0447,28-Aug-19,
9729.40,10372.20,10387.60,10060.20,419.81,-0.0180,27-Aug-19,
10184.80,10136.00,10568.20,10136.00,568.77,0.0232,26-Aug-19,
10371.80,10132.10,10307.00,9935.20,422.53,0.0005,25-Aug-19,
10136.30,10389.40,10415.90,9917.50,463.85,-0.0248,24-Aug-19,
10131.00,10104.90,10434.30,9921.40,436.26,0.0281,23-Aug-19,
10388.70,10141.10,10218.20,9777.00,520.75,-0.0036,22-Aug-19,
10105.00,10753.30,10797.80,9908.00,717.65,-0.0568,21-Aug-19,
10141.50,10911.20,10941.60,10581.00,515.47,-0.0145,20-Aug-19,
10752.60,10312.80,10923.90,10267.80,519.01,0.0580,19-Aug-19,
10910.70,10219.30,10494.90,10086.70,441.11,0.0093,18-Aug-19,
10312.70,10335.50,10460.70,10016.30,497.77,-0.0114,17-Aug-19,
10218.10,10300.90,10734.00,9788.60,798.67,0.0031,16-Aug-19,
10335.60,10053.30,10448.20,9580.10,930.05,0.0253,15-Aug-19,
10303.40,10894.20,10894.50,9965.50,745.59,-0.0774,14-Aug-19,
10049.40,11395.00,11445.60,10793.20,540.78,-0.0440,13-Aug-19,
10892.90,11505.10,11508.60,11267.30,391.08,-0.0107,12-Aug-19,
11394.20,11314.60,11728.40,11146.10,435.83,0.0179,11-Aug-19,
11517.20,12090.50,12185.00,11281.60,570.74,-0.0641,10-Aug-19,
11314.50,12190.00,12225.30,11885.00,558.72,-0.0084,9-Aug-19,
